-5.03360,-0.04159,-0.36339,-11.13187,0.00000,-0.86806,-0.99410,-1.28594,-10.81574,0.00000,2.69501,-0.00663,0.74051,10.88906,0.00000,-1.71802,1.77984,2.11659,10.12319,0.00000
-5.03353,-0.04184,-0.36846,-11.13425,0.00000,-0.74214,-2.09414,-1.28594,-10.84722,0.00000,2.69500,-0.00662,0.73937,10.88791,0.00000,-1.71802,1.77984,2.18394,10.12319,0.00000
-5.03365,-0.04155,-0.36245,-11.13081,0.00000,-0.86806,-2.18394,-1.24104,-10.81574,0.00000,2.69500,-0.00662,0.73937,10.88791,0.00000,-1.71802,1.66758,2.11659,10.02875,0.00000
-5.03361,-0.04143,-0.35989,-11.13081,0.00000,-0.67918,-0.94919,-1.28594,-10.75278,0.00000,2.69501,-0.00662,0.73933,10.88906,0.00000,-1.71802,1.33085,1.84719,10.12319,0.00000
-5.03368,-0.04143,-0.35992,-11.12962,0.00000,-0.67918,-2.13903,-1.26350,-10.75278,0.00000,2.69500,-0.00661,0.73716,10.88689,0.00000,-1.71802,1.33085,1.89209,10.09169,0.00000
-5.03360,-0.04159,-0.36339,-11.13187,0.00000,-0.80511,-0.97164,-1.28594,-10.75278,0.00000,2.69500,-0.00662,0.73937,10.88791,0.00000,-1.71802,1.28594,1.89209,10.12319,0.00000
-5.03360,-0.04159,-0.36339,-11.13187,0.00000,-0.80511,1.37574,-2.38599,-10.87871,0.00000,2.69501,-0.00664,0.74183,10.88906,0.00000,-1.71802,1.24104,1.91454,10.06022,0.00000
-5.03366,-0.04178,-0.36730,-11.13187,0.00000,-0.80511,1.30839,-2.36355,-10.87871,0.00000,2.69500,-0.00661,0.73716,10.88689,0.00000,-1.68654,1.28594,1.91454,10.12319,0.00000
-5.03365,-0.04155,-0.36245,-11.13081,0.00000,-0.80511,1.28594,-2.38599,-10.81574,0.00000,2.69501,-0.00663,0.74051,10.88906,0.00000,-1.62358,1.21859,1.91454,10.02875,0.00000
-5.03356,-0.04172,-0.36592,-11.13306,0.00000,-0.80511,1.37574,-2.38599,-10.81574,0.00000,2.69501,-0.00664,0.74272,10.89008,0.00000,-1.71802,1.19615,1.93698,10.12319,0.00000
-5.03365,-0.04155,-0.36245,-11.13081,0.00000,-0.67918,1.28594,-2.38599,-10.81574,0.00000,2.69501,-0.00664,0.74272,10.89008,0.00000,-1.71802,1.15124,2.63295,10.12319,0.00000
-5.03398,-0.04172,-0.36592,-11.13306,0.00000,-0.80511,1.24104,-2.38599,-10.81574,0.00000,2.69460,-0.00662,0.73806,10.88791,0.00000,-1.71802,1.10634,2.65539,10.12319,0.00000
-5.03401,-0.04160,-0.36339,-11.13187,0.00000,-0.74214,1.30839,-2.38599,-10.81574,0.00000,2.69460,-0.00663,0.73933,10.88906,0.00000,-1.71802,1.03899,2.70030,10.12319,0.00000
-5.03406,-0.04156,-0.36245,-11.13080,0.00000,-0.86806,1.24104,-1.28594,-10.81574,0.00000,2.69460,-0.00664,0.74183,10.88906,0.00000,-1.71802,1.08389,2.70030,10.12319,0.00000
-5.03403,-0.04167,-0.36474,-11.13187,0.00000,-0.74214,1.33085,-2.38599,-10.87871,0.00000,2.69460,-0.00662,0.73806,10.88791,0.00000,-1.71802,1.17369,2.61049,10.12319,0.00000
