-0.49296,0.01813,-0.37889,-11.14532,-0.00000,-1.68654,-1.93698,-2.11659,-11.72865,0.00000,-1.38826,0.07166,-1.03171,8.09450,0.00000,-3.04018,-1.33085,1.55534,9.14731,0.00000
-0.49301,0.01828,-0.38142,-11.14650,-0.00000,-1.65505,-1.91454,-2.13903,-11.69718,0.00000,-1.38838,0.07211,-1.03569,8.09257,0.00000,-3.04018,-1.33085,1.55534,9.14731,0.00000
-0.49296,0.01813,-0.37889,-11.14532,-0.00000,-1.65505,-1.98189,-2.18394,-11.69718,0.00000,-1.38826,0.07166,-1.03171,8.09450,0.00000,-2.97722,-1.33085,1.57779,9.14731,0.00000
-0.49291,0.01828,-0.38145,-11.14532,-0.00000,-1.65505,-1.95944,-2.13903,-11.76014,0.00000,-1.38829,0.07154,-1.03069,8.09450,0.00000,-3.07166,-1.33085,1.62269,9.14731,0.00000
-0.49298,0.01836,-0.38277,-11.14650,-0.00000,-1.65505,-1.89209,-2.16149,-11.69718,0.00000,-1.38832,0.07189,-1.03370,8.09354,0.00000,-3.04018,-1.33085,-0.97164,9.21026,0.00000
-0.49294,0.01821,-0.38023,-11.14532,-0.00000,-1.65505,-1.93698,-2.13903,-11.69718,0.00000,-1.38835,0.07177,-1.03267,8.09354,0.00000,-2.94574,-1.33085,1.53288,9.14731,0.00000
-0.49296,0.01813,-0.37889,-11.14532,-0.00000,-1.65505,-1.95944,-2.18394,-11.69718,0.00000,-1.38832,0.07189,-1.03370,8.09354,0.00000,-2.97722,-1.33085,-0.97164,9.14731,0.00000
-0.49296,0.01813,-0.37889,-11.14532,-0.00000,-1.65505,-1.93698,-2.25129,-11.69718,0.00000,-1.38829,0.07199,-1.03462,8.09354,0.00000,-2.97722,-1.37574,-0.92675,9.14731,0.00000
-0.49292,0.01799,-0.37661,-11.14425,-0.00000,-1.65505,-1.89209,-2.00433,-11.69718,0.00000,-1.38822,0.07177,-1.03264,8.09450,0.00000,-2.97722,-1.33085,-0.90429,9.24173,0.00000
-0.49296,0.01813,-0.37889,-11.14532,-0.00000,-1.65505,-1.93698,-1.95944,-11.69718,0.00000,-1.38835,0.07177,-1.03267,8.09354,0.00000,-2.72539,-1.33085,2.34109,9.14731,0.00000
-0.49296,0.01813,-0.37889,-11.14532,-0.00000,-1.65505,-1.89209,-1.98189,-11.69718,0.00000,-1.38832,0.07189,-1.03370,8.09354,0.00000,-2.85130,-1.33085,2.25129,9.21026,0.00000
-0.49296,0.01813,-0.37889,-11.14532,-0.00000,-1.65505,-1.86963,-1.95944,-11.69718,0.00000,-1.38832,0.07189,-1.03370,8.09354,0.00000,-2.59945,-1.33085,2.29619,9.14731,0.00000
-0.49294,0.01821,-0.38023,-11.14532,-0.00000,-1.65505,-1.89209,-1.98189,-11.69718,0.00000,-1.38832,0.07189,-1.03370,8.09354,0.00000,-2.50501,-1.35329,2.27374,9.14731,0.00000
-0.49294,0.01821,-0.38023,-11.14532,-0.00000,-1.65505,-1.98189,-1.98189,-11.69718,0.00000,-1.38822,0.07177,-1.03264,8.09450,0.00000,-2.50501,-1.33085,2.22884,9.21026,0.00000
-0.49296,0.01813,-0.37889,-11.14532,-0.00000,-1.65505,-1.89209,-2.00433,-11.69718,0.00000,-1.38832,0.07189,-1.03370,8.09354,0.00000,-2.47354,-1.33085,2.25129,9.21026,0.00000
-0.49296,0.01813,-0.37889,-11.14532,-0.00000,-1.59210,-1.89209,-1.93698,-11.82309,0.00000,-1.38826,0.07166,-1.03171,8.09450,0.00000,-2.44207,-1.30839,2.27374,9.17878,0.00000
-0.49296,0.01813,-0.37889,-11.14532,-0.00000,-1.59210,-1.91454,-2.00433,-11.69718,0.00000,-1.38832,0.07143,-1.02976,8.09450,0.00000,-2.50501,-1.33085,2.29619,9.21026,0.00000
